Project ID,Provider,Receiver,Transaction type,Finance type,Sector,Sector code,Sector vocabulary code,Value,Currency,Transaction date,Description
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-05,,99,444,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-05,,99,158,USD,2016-02-29,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-04,,99,68,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-06,,99,46,USD,2016-02-29,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-03,,99,227,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-06,,99,1058,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-03,,99,23,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-04,,99,13,USD,2016-02-29,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA02-01,,99,23,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA03-03,,99,48,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-01,,99,1309,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-03,,99,205,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA05-05,,99,64,USD,2016-02-29,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA03-05,,99,142,USD,2016-02-29,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-04,,99,1,USD,2016-02-29,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA07-05,,99,45,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-02,,99,1995,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-01,,99,94,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-08,,99,277,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-01,,99,198,USD,2016-02-29,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA05-03,,99,350,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA07-03,,99,3552,USD,2015-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA07-02,,99,431,USD,2016-02-29,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA07-05,,99,58,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-02,,99,11796,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA03-04,,99,30,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-06,,99,1968,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-05,,99,755,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-06,,99,12484,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-04,,99,891,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA05-04,,99,2526,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA02-01,,99,113,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA05-03,,99,1470,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA07-02,,99,325,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA03-02,,99,2676,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-02,,99,195,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA07-04,,99,193,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-01,,99,1030,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-04,,99,284,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-07,,99,2026,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA05-05,,99,1816,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA03-03,,99,1,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA07-03,,99,6560,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA05-01,,99,457,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA05-02,,99,867,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA01-03,,99,2523,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-01,,99,215,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-05,,99,154,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-05,,99,527,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA03-05,,99,94,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA03-01,,99,396,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA04-03,,99,5,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-03,,99,1339,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA06-04,,99,2264,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Expenditure,,PA03-06,,99,1594,USD,2014-12-31,
41122-Nepal-2970/A0/04/800/002,"
        ",UNICEF-41122,Disbursement,,,,99,0,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,USA USAID,UNICEF-41122,Commitment,,,,99,70355,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,USA USAID,UNICEF-41122,Commitment,,,,99,2862,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,HIV-AIDS AND CHILDREN,UNICEF-41122,Commitment,,,,99,5,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,HIV-AIDS AND CHILDREN,UNICEF-41122,Commitment,,,,99,-1,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,European Commission/EC,UNICEF-41122,Commitment,,,,99,1460,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,YOUNG CHILD SURVIVAL & DEVELOPMENT,UNICEF-41122,Commitment,,,,99,230151,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,388578,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,Swiss Committee for UNICEF,UNICEF-41122,Commitment,,,,99,609,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,Global - Health,UNICEF-41122,Commitment,,,,99,247076,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,Consolidated Funds from NatComs,UNICEF-41122,Commitment,,,,99,16136,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,YOUNG CHILD SURVIVAL & DEVELOPMENT,UNICEF-41122,Commitment,,,,99,166325,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,Republic of Korea,UNICEF-41122,Commitment,,,,99,455260,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,Republic of Korea,UNICEF-41122,Commitment,,,,99,1252091,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,Global - HIV and AIDS,UNICEF-41122,Commitment,,,,99,43982,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,Norway,UNICEF-41122,Commitment,,,,99,12,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,United States Fund for UNICEF,UNICEF-41122,Commitment,,,,99,63214,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,Bill & Melinda Gates Foundation,UNICEF-41122,Commitment,,,,99,-5,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,Bill & Melinda Gates Foundation,UNICEF-41122,Commitment,,,,99,494,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,Consolidated Funds from NatComs,UNICEF-41122,Commitment,,,,99,5,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,The GAVI Fund,UNICEF-41122,Commitment,,,,99,481575,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,Netherlands,UNICEF-41122,Commitment,,,,99,20000,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,Swiss Committee for UNICEF,UNICEF-41122,Commitment,,,,99,8,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,83920,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,Consolidated Funds from NatComs,UNICEF-41122,Commitment,,,,99,20803,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,Global - Health,UNICEF-41122,Commitment,,,,99,72953,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,YOUNG CHILD SURVIVAL & DEVELOPMENT,UNICEF-41122,Commitment,,,,99,216356,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,USA USAID,UNICEF-41122,Commitment,,,,99,8349,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,HIV-AIDS AND CHILDREN,UNICEF-41122,Commitment,,,,99,35926,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,Australia,UNICEF-41122,Commitment,,,,99,8715,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,European Commission/EC,UNICEF-41122,Commitment,,,,99,17458,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,443202,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,HIV-AIDS AND CHILDREN,UNICEF-41122,Commitment,,,,99,18396,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,Republic of Korea,UNICEF-41122,Commitment,,,,99,86108,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,European Commission/ECHO,UNICEF-41122,Commitment,,,,99,-5894,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,Global - HIV and AIDS,UNICEF-41122,Commitment,,,,99,14751,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,The GAVI Fund,UNICEF-41122,Commitment,,,,99,180829,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,160753,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,Australia,UNICEF-41122,Commitment,,,,99,4002,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,Norway,UNICEF-41122,Commitment,,,,99,2368,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,Bill & Melinda Gates Foundation,UNICEF-41122,Commitment,,,,99,7452,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,Consolidated Funds from NatComs,UNICEF-41122,Commitment,,,,99,28374,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,Republic of Korea,UNICEF-41122,Commitment,,,,99,990997,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,European Commission/ECHO,UNICEF-41122,Commitment,,,,99,5894,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,The GAVI Fund,UNICEF-41122,Commitment,,,,99,171485,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,USA USAID,UNICEF-41122,Commitment,,,,99,156167,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,Australia,UNICEF-41122,Commitment,,,,99,470980,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,Australia,UNICEF-41122,Commitment,,,,99,282425,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,YOUNG CHILD SURVIVAL & DEVELOPMENT,UNICEF-41122,Commitment,,,,99,44396,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12191,,1,1461,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,13040,,1,96022,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,13040,,1,25422,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,13020,,1,25152,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12230,,1,3045,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,13020,,1,392507,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12220,,1,617377,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12261,,1,36148,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12191,,1,125569,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12220,,1,131451,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12250,,1,681121,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12250,,1,68667,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12230,,1,34358,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12191,,1,25068,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12250,,1,356,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,13040,,1,138431,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12261,,1,137762,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,13020,,1,249160,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12220,,1,308130,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,13020,,1,42906,USD,2013-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12230,,1,2896,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12261,,1,67235,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12250,,1,125617,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12191,,1,76662,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,12220,,1,568019,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,13040,,1,156128,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA02-01,,99,25422,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA02-01,,99,96022,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-07,,99,1461,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-05,,99,117305,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-07,,99,161717,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-04,,99,14146,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-01,,99,681121,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-01,,99,68667,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-05,,99,434175,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-03,,99,392507,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-04,,99,186247,USD,2015-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-03,,99,25152,USD,2016-02-29,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-01,,99,125617,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-05,,99,486748,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-04,,99,84167,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-03,,99,249160,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA02-01,,99,156128,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Expenditure,,PA01-07,,99,143897,USD,2014-12-31,
41122-Nepal-2970/A0/05/602/001,"
        ",UNICEF-41122,Disbursement,,,,99,681158,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,Japan Committee for UNICEF,UNICEF-41122,Commitment,,,,99,36975,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,Swiss Committee for UNICEF,UNICEF-41122,Commitment,,,,99,36539,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,UNMAS - New York,UNICEF-41122,Commitment,,,,99,9010,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,Swiss Committee for UNICEF,UNICEF-41122,Commitment,,,,99,33964,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,Swiss Committee for UNICEF,UNICEF-41122,Commitment,,,,99,28542,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,UNFPA - USA,UNICEF-41122,Commitment,,,,99,4741,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,UNDP - MDTF,UNICEF-41122,Commitment,,,,99,-3,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,UNDP - MDTF,UNICEF-41122,Commitment,,,,99,2531,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,SIDA - Sweden,UNICEF-41122,Commitment,,,,99,1,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,The United Kingdom,UNICEF-41122,Commitment,,,,99,245769,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,The United Kingdom,UNICEF-41122,Commitment,,,,99,192540,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,80531,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,UNDP - MDTF,UNICEF-41122,Commitment,,,,99,23,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,UNDP - MDTF,UNICEF-41122,Commitment,,,,99,2765,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,UNDP - USA,UNICEF-41122,Commitment,,,,99,5928,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,UNFPA - USA,UNICEF-41122,Commitment,,,,99,-4391,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,USA USAID,UNICEF-41122,Commitment,,,,99,974587,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,SIDA - Sweden,UNICEF-41122,Commitment,,,,99,19687,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,SIDA - Sweden,UNICEF-41122,Commitment,,,,99,15483,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,Australia,UNICEF-41122,Commitment,,,,99,-103,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,Australia,UNICEF-41122,Commitment,,,,99,55,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,UNMAS - New York,UNICEF-41122,Commitment,,,,99,92788,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,UNMAS - New York,UNICEF-41122,Commitment,,,,99,-26,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,Swiss Committee for UNICEF,UNICEF-41122,Commitment,,,,99,3008,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,The United Kingdom,UNICEF-41122,Commitment,,,,99,344737,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,65517,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,51699,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,UNDP - USA,UNICEF-41122,Commitment,,,,99,202438,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,UNFPA - USA,UNICEF-41122,Commitment,,,,99,148621,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,SIDA - Sweden,UNICEF-41122,Commitment,,,,99,-88,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,Australia,UNICEF-41122,Commitment,,,,99,33564,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,UNMAS - New York,UNICEF-41122,Commitment,,,,99,2248,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,Global - Child Protection,UNICEF-41122,Commitment,,,,99,150000,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,Japan Committee for UNICEF,UNICEF-41122,Commitment,,,,99,-21,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,UNICEF (FOR GR ALLOCATIONS ONLY),UNICEF-41122,Commitment,,,,99,-7886,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,UNDP - USA,UNICEF-41122,Commitment,,,,99,1657570,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,UNDP - USA,UNICEF-41122,Commitment,,,,99,-2737,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,The United Kingdom,UNICEF-41122,Commitment,,,,99,629122,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,Netherlands,UNICEF-41122,Commitment,,,,99,75000,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,15160,,1,99372,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,22010,,1,6742,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,15160,,1,504487,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,15261,,1,2747,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,16010,,1,65138,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,22010,,1,70919,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,15160,,1,1484553,USD,2013-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,15160,,1,1120608,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,16010,,1,18420,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,22010,,1,81238,USD,2014-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA06-03,,99,504627,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA01-04,,99,30,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA06-04,,99,46,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA07-03,,99,403,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA04-06,,99,76,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA01-05,,99,70,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA06-01,,99,6,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA03-03,,99,16,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA04-02,,99,72,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA02-01,,99,15,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA05-05,,99,159,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA05-01,,99,42,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA05-02,,99,105,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA03-04,,99,7,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA06-03,,99,99372,USD,2016-02-29,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA07-02,,99,170,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA05-03,,99,187,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA07-04,,99,12,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA07-05,,99,7,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA06-08,,99,88,USD,2015-12-31,
41122-Nepal-2970/A0/05/603/005,"
        ",UNICEF-41122,Expenditure,,PA04-04,,99,56,USD,2015-12-31,
